Flow 	 Preci 	 Evatr 	 ShiftFac
216.34991586585977	2.581081813694176	3.318255050111424	1.0
3175.2386650948274	2.9942281076485227	3.8796530967354705	0.9991666666666666
133.17457725328288	1.161889810400059	0.7755819076799653	0.9983333333333333
135.26627248939343	4.14075248329485	1.973636616560165	0.9975
1782.0307376844414	2.8649592545484484	6.9756274289192985	0.9966666666666667
183.52274925948865	3.228076701587288	2.970131026187458	0.9958333333333333
156.3167153019741	3.720264120779324	1.8672972909179923	0.995
82.23340292033738	2.0280530109826405	6.47339720418822	0.9941666666666666
8.728079700670756	2.6511386143574973	2.022213571392281	0.9933333333333333
282.4590113131288	3.302317119536301	0.6439316696879669	0.9925
1262.8404573450237	3.4594414434926613	1.6364538149751473	0.9916666666666667
740.563126344217	3.779682936138079	0.9047945366282759	0.9908333333333333
2348.5858150313597	2.504380583121262	1.2339156257192814	0.99
574.133520941431	3.7837105711131342	2.2148459252527894	0.9891666666666666
854.4808001516866	2.670708515746861	3.381916295988793	0.9883333333333333
121.95417993488915	3.454804384236392	1.5416149587815562	0.9875
208.29110647307357	2.0495107787543385	2.6340988058337227	0.9866666666666667
279.5287071223141	3.9587287841085237	4.751533798001951	0.9858333333333333
150.17325252377472	2.2947074992408893	6.352721365590057	0.985
-51.49004769939404	4.7870188639313245	6.503213260899899	0.9841666666666666
125.03417187113517	2.522866127979032	0.8506096243590024	0.9833333333333333
295.31478329163804	3.889118300424977	4.090045233200473	0.9825
398.5225660787845	4.065439959837167	2.9404103704984177	0.9816666666666667
584.4191173939589	3.6647017677840803	1.2424620483829265	0.9808333333333333
233.85553706709507	1.9798615793878525	1.9356225464099268	0.98
915.8615506257997	4.243263784921763	5.571108212798926	0.9791666666666666
775.7903130174309	1.4250277443337551	0.6810368573924602	0.9783333333333333
19.07365963194785	2.9440332833075114	4.353074707808832	0.9775
118.94652168838073	3.3443973953930164	2.5984156111525465	0.9766666666666667
45.27202095209539	4.385142267695902	3.272261289186462	0.9758333333333333
552.8660061581752	2.908786874710409	2.2707601543955653	0.975
169.00261763518375	3.8716000915375854	4.782534373956129	0.9741666666666666
502.00003533910575	2.8802428754220273	1.9736292184888367	0.9733333333333334
174.01848452662992	3.2406092758718064	1.3965984803681162	0.9725
698.4789237128487	3.005108807197943	1.766661727213012	0.9716666666666667
1350.5781653571885	2.0474756186063	2.322353970278083	0.9708333333333333
890.1095152456625	3.1019219109374316	1.9197174834359638	0.97
2266.8049592944813	2.9428677577445876	1.5713547890343647	0.9691666666666666
1768.4886497093794	1.9427801740585326	1.6920902853293012	0.9683333333333334
10.293752860263313	1.9553647793774827	2.694833493072796	0.9675
